energy(eV) events_nbr
1.225 3.51811062956e-16
1.235 5.16044500845e-17
1.245 7.16397936836e-18
1.255 9.41168262831e-19
1.265 1.17002012254e-19
1.275 1.37628420287e-20
1.285 1.5317697374e-21
1.295 1.61300558808e-22
1.305 1.60703450588e-23
1.315 1.51479536396e-24
1.325 1.35087940169e-25
1.335 1.13974810745e-26
1.345 9.09761958351e-28
1.355 6.87022493381e-29
1.365 4.9083634858e-30
1.375 3.3175981446e-31
1.385 2.12144216525e-32
1.395 1.2833888518e-33
1.405 7.34521398703e-35
1.415 3.97712624101e-36
1.425 2.03728948606e-37
1.435 9.87311825645e-39
1.445 4.52661961163e-40
1.455 1.96341276345e-41
1.465 8.0568833811e-43
1.475 3.12780981074e-44
1.485 1.1487653848e-45
1.495 3.99153599911e-47
1.505 1.31209850179e-48
1.515 4.08047280576e-50
1.525 1.20052768649e-51
1.535 3.3415772489e-53
1.545 8.79930669607e-55
1.555 2.19211343206e-56
1.565 5.16648538271e-58
1.575 1.15198015364e-59
1.585 2.43003426226e-61
1.595 4.84950490237e-63
1.605 9.15587833091e-65
1.615 1.63538581489e-66
1.625 2.76349092406e-68
1.635 4.41787537726e-70
1.645 6.68169243287e-72
1.655 9.56042286095e-74
1.665 1.29415210727e-75
1.675 1.65733822403e-77
1.685 2.00795775043e-79
1.695 2.30152446044e-81
1.705 2.49571057832e-83
1.715 2.5602975772e-85
1.725 2.48487342316e-87
1.735 2.28157998015e-89
1.745 1.98191362899e-91
1.755 1.62873845871e-93
1.765 1.26629700243e-95
1.775 9.31402515873e-98
1.785 6.48122106639e-100
1.795 4.26671724902e-102
1.805 2.65734836848e-104
1.815 1.5657438764e-106
1.825 8.7279158736e-109
1.835 4.60275630476e-111
1.845 2.29637606686e-113
1.855 1.08389108111e-115
1.865 4.84000570717e-118
1.875 2.04467226097e-120
1.885 8.17182649262e-123
1.895 3.08981280782e-125
1.905 1.10525579728e-127
1.915 3.74033959206e-130
1.925 1.19750370983e-132
1.935 3.62710644489e-135
1.945 1.0393488381e-137
1.955 2.81760409034e-140
1.965 7.22630359895e-143
1.975 1.75335573634e-145
1.985 4.02477376832e-148
1.995 8.74038392021e-151
2.005 1.79571390386e-153
2.015 3.4902889443e-156
2.025 6.41805180417e-159
2.035 1.11651009781e-161
2.045 1.83755223155e-164
2.055 2.86110851732e-167
2.065 4.21450494984e-170
2.075 5.87322186072e-173
2.085 7.74326005801e-176
2.095 9.65803743438e-179
2.105 1.13965007598e-181
2.115 1.2722479611e-184
2.125 1.34366066517e-187
2.135 1.34253323019e-190
2.145 1.26904810489e-193
2.155 1.13487682119e-196
2.165 9.60145315879e-200
2.175 7.68498119919e-203
2.185 5.81923976678e-206
2.195 4.16876384948e-209
2.205 2.82530889614e-212
2.215 1.81151602476e-215
2.225 1.09884395597e-218
2.235 6.30590563827e-222
2.245 3.42354871453e-225
2.255 1.75842219385e-228
2.265 8.54451470443e-232
2.275 3.92797980982e-235
2.285 1.70831790373e-238
2.295 7.0288736805e-242
2.305 2.73602703765e-245
2.315 1.00756397592e-248
2.325 3.51028581049e-252
2.335 1.15699085413e-255
2.345 3.60773785742e-259
2.355 1.06428421697e-262
2.365 2.97028327733e-266
2.375 7.84252151739e-270
2.385 1.95898525917e-273
2.395 4.62939477913e-277
2.405 1.03498693444e-280
2.415 2.18908748189e-284
2.425 4.38035156332e-288
2.435 8.29225060837e-292
2.445 1.48509238115e-295
2.455 2.5162403458e-299
2.465 4.0333728772e-303
2.475 6.11648937644e-307
2.485 8.77513240978e-311
2.495 1.19103008223e-314
2.505 1.52935056276e-318
2.515 1.8774494542e-322
2.525 0.0
2.535 0.0
2.545 0.0
2.555 0.0
2.565 0.0
2.575 0.0
2.585 0.0
2.595 0.0
2.605 0.0
2.615 0.0
2.625 0.0
2.635 0.0
2.645 0.0
2.655 0.0
2.665 0.0
2.675 0.0
2.685 0.0
2.695 0.0
2.705 0.0
2.715 0.0
2.725 0.0
2.735 0.0
2.745 0.0
2.755 0.0
2.765 0.0
2.775 0.0
2.785 0.0
2.795 0.0
2.805 0.0
2.815 0.0
2.825 0.0
2.835 0.0
2.845 0.0
2.855 0.0
2.865 0.0
2.875 0.0
2.885 0.0
2.895 0.0
2.905 0.0
2.915 0.0
2.925 0.0
2.935 0.0
2.945 0.0
2.955 0.0
2.965 0.0
2.975 0.0
2.985 0.0
2.995 0.0
3.005 0.0
3.015 0.0
3.025 0.0
3.035 0.0
3.045 0.0
3.055 0.0
3.065 0.0
3.075 0.0
3.085 0.0
3.095 0.0
3.105 0.0
3.115 0.0
3.125 0.0
3.135 0.0
3.145 0.0
3.155 0.0
3.165 0.0
3.175 0.0
3.185 0.0
3.195 0.0
3.205 0.0
3.215 0.0
3.225 0.0
3.235 0.0
3.245 0.0
3.255 0.0
3.265 0.0
3.275 0.0
3.285 0.0
3.295 0.0
3.305 0.0
3.315 0.0
3.325 0.0
3.335 0.0
3.345 0.0
3.355 0.0
3.365 0.0
3.375 0.0
3.385 0.0
3.395 0.0
3.405 0.0
3.415 0.0
3.425 0.0
3.435 0.0
3.445 0.0
3.455 0.0
3.465 0.0
3.475 0.0
3.485 0.0
3.495 0.0
3.505 0.0
3.515 0.0
3.525 0.0
3.535 0.0
3.545 0.0
3.555 0.0
3.565 0.0
3.575 0.0
3.585 0.0
3.595 0.0
3.605 0.0
3.615 0.0
3.625 0.0
3.635 0.0
3.645 0.0
3.655 0.0
3.665 0.0
3.675 0.0
3.685 0.0
3.695 0.0
3.705 0.0
3.715 0.0
3.725 0.0
3.735 0.0
3.745 0.0
3.755 0.0
3.765 0.0
3.775 0.0
3.785 0.0
3.795 0.0
3.805 0.0
3.815 0.0
3.825 0.0
3.835 0.0
3.845 0.0
3.855 0.0
3.865 0.0
3.875 0.0
3.885 0.0
3.895 0.0
3.905 0.0
3.915 0.0
3.925 0.0
3.935 0.0
3.945 0.0
3.955 0.0
3.965 0.0
3.975 0.0
3.985 0.0
3.995 0.0
4.005 0.0
4.015 0.0
4.025 0.0
4.035 0.0
4.045 0.0
4.055 0.0
4.065 0.0
4.075 0.0
4.085 0.0
4.095 0.0
4.105 0.0
4.115 0.0
4.125 0.0
4.135 0.0
4.145 0.0
4.155 0.0
4.165 0.0
4.175 0.0
4.185 0.0
4.195 0.0
4.205 0.0
4.215 0.0
4.225 0.0
4.235 0.0
4.245 0.0
4.255 0.0
4.265 0.0
4.275 0.0
4.285 0.0
4.295 0.0
4.305 0.0
4.315 0.0
4.325 0.0
4.335 0.0
4.345 0.0
4.355 0.0
4.365 0.0
4.375 0.0
4.385 0.0
4.395 0.0
4.405 0.0
4.415 0.0
4.425 0.0
4.435 0.0
4.445 0.0
4.455 0.0
4.465 0.0
4.475 0.0
4.485 0.0
4.495 0.0
4.505 0.0
4.515 0.0
4.525 0.0
4.535 0.0
4.545 0.0
4.555 0.0
4.565 0.0
4.575 0.0
4.585 0.0
4.595 0.0
4.605 0.0
4.615 0.0
4.625 0.0
4.635 0.0
4.645 0.0
4.655 0.0
4.665 0.0
4.675 0.0
4.685 0.0
4.695 0.0
4.705 0.0
4.715 0.0
4.725 0.0
4.735 0.0
4.745 0.0
4.755 0.0
4.765 0.0
4.775 0.0
4.785 0.0
4.795 0.0
4.805 0.0
4.815 0.0
4.825 0.0
4.835 0.0
4.845 0.0
4.855 0.0
4.865 0.0
4.875 0.0
4.885 0.0
4.895 0.0
4.905 0.0
4.915 0.0
4.925 0.0
4.935 0.0
4.945 0.0
4.955 0.0
4.965 0.0
4.975 0.0
4.985 0.0
4.995 0.0
5.005 0.0
5.015 0.0
5.025 0.0
5.035 0.0
5.045 0.0
5.055 0.0
5.065 0.0
5.075 0.0
5.085 0.0
5.095 0.0
5.105 0.0
5.115 0.0
5.125 0.0
5.135 0.0
5.145 0.0
5.155 0.0
5.165 0.0
5.175 0.0
5.185 0.0
5.195 0.0
5.205 0.0
5.215 0.0
5.225 0.0
5.235 0.0
5.245 0.0
5.255 0.0
5.265 0.0
5.275 0.0
5.285 0.0
5.295 0.0
5.305 0.0
5.315 0.0
5.325 0.0
5.335 0.0
5.345 0.0
5.355 0.0
5.365 0.0
5.375 0.0
5.385 0.0
5.395 0.0
5.405 0.0
5.415 0.0
5.425 0.0
5.435 0.0
5.445 0.0
5.455 0.0
5.465 0.0
5.475 0.0
5.485 0.0
5.495 0.0
5.505 0.0
5.515 0.0
5.525 0.0
5.535 0.0
5.545 0.0
5.555 0.0
5.565 0.0
5.575 0.0
5.585 0.0
5.595 0.0
5.605 0.0
5.615 0.0
5.625 0.0
5.635 0.0
5.645 0.0
5.655 0.0
5.665 0.0
5.675 0.0
5.685 0.0
5.695 0.0
5.705 0.0
5.715 0.0
5.725 0.0
5.735 0.0
5.745 0.0
5.755 0.0
5.765 0.0
5.775 0.0
5.785 0.0
5.795 0.0
5.805 0.0
5.815 0.0
5.825 0.0
5.835 0.0
5.845 0.0
5.855 0.0
5.865 0.0
5.875 0.0
5.885 0.0
5.895 0.0
5.905 0.0
5.915 0.0
5.925 0.0
5.935 0.0
5.945 0.0
5.955 0.0
5.965 0.0
5.975 0.0
5.985 0.0
5.995 0.0
6.005 0.0
6.015 0.0
6.025 0.0
6.035 0.0
6.045 0.0
6.055 0.0
6.065 0.0
6.075 0.0
6.085 0.0
6.095 0.0
6.105 0.0
6.115 0.0
6.125 0.0
6.135 0.0
6.145 0.0
6.155 0.0
6.165 0.0
6.175 0.0
6.185 0.0
6.195 0.0
6.205 0.0
6.215 0.0
6.225 0.0
6.235 0.0
6.245 0.0
6.255 0.0
6.265 0.0
6.275 0.0
6.285 0.0
6.295 0.0
6.305 0.0
6.315 0.0
6.325 0.0
6.335 0.0
6.345 0.0
6.355 0.0
6.365 0.0
6.375 0.0
6.385 0.0
6.395 0.0
6.405 0.0
6.415 0.0
6.425 0.0
6.435 0.0
6.445 0.0
6.455 0.0
6.465 0.0
6.475 0.0
6.485 0.0
6.495 0.0
6.505 0.0
6.515 0.0
6.525 0.0
6.535 0.0
6.545 0.0
6.555 0.0
6.565 0.0
6.575 0.0
6.585 0.0
6.595 0.0
6.605 0.0
6.615 0.0
6.625 0.0
6.635 0.0
6.645 0.0
6.655 0.0
6.665 0.0
6.675 0.0
6.685 0.0
6.695 0.0
6.705 0.0
6.715 0.0
6.725 0.0
6.735 0.0
6.745 0.0
6.755 0.0
6.765 0.0
6.775 0.0
6.785 0.0
6.795 0.0
6.805 0.0
6.815 0.0
6.825 0.0
6.835 0.0
6.845 0.0
6.855 0.0
6.865 0.0
6.875 0.0
6.885 0.0
6.895 0.0
6.905 0.0
6.915 0.0
6.925 0.0
6.935 0.0
6.945 0.0
6.955 0.0
6.965 0.0
6.975 0.0
6.985 0.0
6.995 0.0
7.005 0.0
7.015 0.0
7.025 0.0
7.035 0.0
7.045 0.0
7.055 0.0
7.065 0.0
7.075 0.0
7.085 0.0
7.095 0.0
7.105 0.0
7.115 0.0
7.125 0.0
7.135 0.0
7.145 0.0
7.155 0.0
7.165 0.0
7.175 0.0
7.185 0.0
7.195 0.0
7.205 0.0
7.215 0.0
7.225 0.0
7.235 0.0
7.245 0.0
7.255 0.0
7.265 0.0
7.275 0.0
7.285 0.0
7.295 0.0
7.305 0.0
7.315 0.0
7.325 0.0
7.335 0.0
7.345 0.0
7.355 0.0
7.365 0.0
7.375 0.0
7.385 0.0
7.395 0.0
7.405 0.0
7.415 0.0
7.425 0.0
7.435 0.0
7.445 0.0
7.455 0.0
7.465 0.0
7.475 0.0
7.485 0.0
7.495 0.0
7.505 0.0
7.515 0.0
7.525 0.0
7.535 0.0
7.545 0.0
7.555 0.0
7.565 0.0
7.575 0.0
7.585 0.0
7.595 0.0
7.605 0.0
7.615 0.0
7.625 0.0
7.635 0.0
7.645 0.0
7.655 0.0
7.665 0.0
7.675 0.0
7.685 0.0
7.695 0.0
7.705 0.0
7.715 0.0
7.725 0.0
7.735 0.0
7.745 0.0
7.755 0.0
7.765 0.0
7.775 0.0
7.785 0.0
7.795 0.0
7.805 0.0
7.815 0.0
7.825 0.0
7.835 0.0
7.845 0.0
7.855 0.0
7.865 0.0
7.875 0.0
7.885 0.0
7.895 0.0
7.905 0.0
7.915 0.0
7.925 0.0
7.935 0.0
7.945 0.0
7.955 0.0
7.965 0.0
7.975 0.0
7.985 0.0
7.995 0.0
8.005 0.0
8.015 0.0
8.025 0.0
8.035 0.0
8.045 0.0
8.055 0.0
8.065 0.0
8.075 0.0
8.085 0.0
8.095 0.0
8.105 0.0
8.115 0.0
8.125 0.0
8.135 0.0
8.145 0.0
8.155 0.0
8.165 0.0
8.175 0.0
8.185 0.0
8.195 0.0
8.205 0.0
8.215 0.0
8.225 0.0
8.235 0.0
8.245 0.0
8.255 0.0
8.265 0.0
8.275 0.0
8.285 0.0
8.295 0.0
8.305 0.0
8.315 0.0
8.325 0.0
8.335 0.0
8.345 0.0
8.355 0.0
8.365 0.0
8.375 0.0
8.385 0.0
8.395 0.0
8.405 0.0
8.415 0.0
8.425 0.0
8.435 0.0
8.445 0.0
8.455 0.0
8.465 0.0
8.475 0.0
8.485 0.0
8.495 0.0
8.505 0.0
8.515 0.0
8.525 0.0
8.535 0.0
8.545 0.0
8.555 0.0
8.565 0.0
8.575 0.0
8.585 0.0
8.595 0.0
8.605 0.0
8.615 0.0
8.625 0.0
8.635 0.0
8.645 0.0
8.655 0.0
8.665 0.0
8.675 0.0
8.685 0.0
8.695 0.0
8.705 0.0
8.715 0.0
8.725 0.0
8.735 0.0
8.745 0.0
8.755 0.0
8.765 0.0
8.775 0.0
8.785 0.0
8.795 0.0
8.805 0.0
8.815 0.0
8.825 0.0
8.835 0.0
8.845 0.0
8.855 0.0
8.865 0.0
8.875 0.0
8.885 0.0
8.895 0.0
8.905 0.0
8.915 0.0
8.925 0.0
8.935 0.0
8.945 0.0
8.955 0.0
8.965 0.0
8.975 0.0
8.985 0.0
8.995 0.0
9.005 0.0
9.015 0.0
9.025 0.0
9.035 0.0
9.045 0.0
9.055 0.0
9.065 0.0
9.075 0.0
9.085 0.0
9.095 0.0
9.105 0.0
9.115 0.0
9.125 0.0
9.135 0.0
9.145 0.0
9.155 0.0
9.165 0.0
9.175 0.0
9.185 0.0
9.195 0.0
9.205 0.0
9.215 0.0
9.225 0.0
9.235 0.0
9.245 0.0
9.255 0.0
9.265 0.0
9.275 0.0
9.285 0.0
9.295 0.0
9.305 0.0
9.315 0.0
9.325 0.0
9.335 0.0
9.345 0.0
9.355 0.0
9.365 0.0
9.375 0.0
9.385 0.0
9.395 0.0
9.405 0.0
9.415 0.0
9.425 0.0
9.435 0.0
9.445 0.0
9.455 0.0
9.465 0.0
9.475 0.0
9.485 0.0
9.495 0.0
9.505 0.0
9.515 0.0
9.525 0.0
9.535 0.0
9.545 0.0
9.555 0.0
9.565 0.0
9.575 0.0
9.585 0.0
9.595 0.0
9.605 0.0
9.615 0.0
9.625 0.0
9.635 0.0
9.645 0.0
9.655 0.0
9.665 0.0
9.675 0.0
9.685 0.0
9.695 0.0
9.705 0.0
9.715 0.0
9.725 0.0
9.735 0.0
9.745 0.0
9.755 0.0
9.765 0.0
9.775 0.0
9.785 0.0
9.795 0.0
9.805 0.0
9.815 0.0
9.825 0.0
9.835 0.0
9.845 0.0
9.855 0.0
9.865 0.0
9.875 0.0
9.885 0.0
9.895 0.0
9.905 0.0
9.915 0.0
9.925 0.0
9.935 0.0
9.945 0.0
9.955 0.0
9.965 0.0
9.975 0.0
9.985 0.0
9.995 0.0
